Date,AAPL,BRK.A,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MRK,MSFT,ORCL,PFE,PG,T,VZ,WFC,WMT,XOM
2007-07-13 00:00:00+00:00,132.38,110710.0,74.65,30.56,276.36,95.64,51.0,42.79,21.79,38.24,25.4,19.41,18.99,50.96,27.94,27.53,29.78,41.91,77.01
2007-07-16 00:00:00+00:00,132.74,110560.0,73.68,31.04,276.77,96.57,51.3,42.61,22.09,38.22,25.58,19.22,19.11,51.36,27.81,28.19,29.71,41.73,76.48
2007-07-17 00:00:00+00:00,133.51,110500.0,72.86,31.49,277.78,97.55,50.44,42.68,21.82,37.8,26.22,19.39,19.03,50.98,27.56,27.86,29.82,41.23,75.96
2007-07-18 00:00:00+00:00,132.75,110350.0,74.45,31.29,275.03,97.82,50.01,41.79,21.92,37.55,26.34,19.42,18.42,51.19,27.41,27.67,29.66,40.96,77.71
2007-07-19 00:00:00+00:00,134.56,110300.0,74.38,31.49,274.57,102.03,50.16,41.57,22.03,37.1,26.84,19.6,18.31,51.36,27.43,27.86,29.78,41.6,78.69
2007-07-20 00:00:00+00:00,138.17,110200.0,73.68,31.04,260.32,101.11,49.68,40.67,21.83,36.86,26.55,19.61,18.25,50.83,27.02,27.88,29.1,40.98,78.39
2007-07-23 00:00:00+00:00,138.12,110300.0,74.04,31.58,256.51,102.49,49.85,40.31,22.01,39.35,26.57,19.77,18.34,51.81,27.69,28.21,29.2,41.02,79.67
2007-07-24 00:00:00+00:00,129.65,110000.0,71.87,31.12,257.26,102.3,49.42,38.77,21.84,38.89,26.24,19.63,18.24,51.5,27.45,28.42,28.43,40.95,77.45
2007-07-25 00:00:00+00:00,131.93,110290.0,72.82,31.27,255.14,104.0,49.47,38.71,22.18,40.14,26.16,19.58,18.16,51.51,28.01,28.49,28.97,40.82,79.11
2007-07-26 00:00:00+00:00,140.33,109850.0,69.95,30.58,254.25,102.62,49.01,37.69,21.74,39.08,25.54,19.03,17.7,51.17,27.65,27.95,28.2,39.92,75.22
2007-07-27 00:00:00+00:00,138.26,110400.0,68.15,30.01,256.2,101.82,48.06,37.82,21.45,37.69,25.04,18.66,17.44,51.38,27.14,27.69,28.12,39.17,72.97
2007-07-30 00:00:00+00:00,135.94,109650.0,69.13,30.38,258.31,100.85,48.3,38.26,21.5,37.69,25.05,18.63,17.41,51.75,27.51,27.37,29.0,39.4,73.33
2007-07-31 00:00:00+00:00,126.64,110000.0,68.19,29.99,255.26,97.44,48.64,37.63,21.38,37.33,24.7,18.19,17.23,50.6,27.09,28.1,28.3,39.18,72.58
2007-08-01 00:00:00+00:00,129.76,109550.0,68.12,30.13,256.73,98.67,49.01,37.95,21.86,38.36,24.96,18.83,17.32,51.66,27.83,28.51,28.89,39.41,73.19
2007-08-02 00:00:00+00:00,131.19,110000.0,67.1,30.19,255.76,99.72,49.07,38.13,22.02,38.83,25.15,19.11,17.48,51.77,28.08,28.44,28.84,39.85,72.62
2007-08-03 00:00:00+00:00,126.73,109900.0,64.8,29.44,251.75,98.54,48.68,37.32,21.86,37.82,24.67,18.7,17.23,51.43,27.29,28.18,27.49,38.82,69.98
2007-08-06 00:00:00+00:00,130.0,112000.0,65.6,30.25,255.26,100.3,50.09,38.57,22.25,38.61,25.17,19.1,17.67,53.16,27.85,28.63,29.13,40.09,71.23
2007-08-07 00:00:00+00:00,129.78,112690.0,66.53,30.54,258.27,99.98,49.91,38.77,22.34,38.82,25.17,18.72,17.85,53.35,27.99,28.42,29.24,40.13,73.07
2007-08-08 00:00:00+00:00,128.8,112995.0,67.45,31.3,263.15,99.85,50.24,39.77,22.92,39.37,25.56,19.22,18.25,53.3,27.91,28.48,29.58,41.29,74.94
2007-08-09 00:00:00+00:00,121.48,112200.0,64.87,30.13,257.62,97.86,48.91,37.77,22.91,38.68,24.96,19.11,17.91,53.14,27.15,27.64,28.88,39.61,71.56
2007-08-10 00:00:00+00:00,120.14,111600.0,66.72,29.58,258.13,99.55,49.17,37.83,22.56,38.26,24.46,19.02,17.79,53.48,26.89,27.25,29.09,39.28,72.34
2007-08-13 00:00:00+00:00,122.83,111500.0,65.95,29.53,258.01,99.61,49.41,37.48,22.37,38.02,24.39,18.76,17.72,52.58,27.03,27.46,28.66,39.37,70.98
2007-08-14 00:00:00+00:00,119.21,110150.0,65.95,29.15,254.55,99.02,49.15,37.02,22.21,37.54,24.17,18.41,17.49,52.12,26.46,27.0,28.46,37.37,71.16
2007-08-15 00:00:00+00:00,115.24,111200.0,65.05,28.55,249.02,98.3,49.29,36.77,22.09,37.43,24.02,18.25,17.45,51.92,26.28,26.7,28.38,37.09,69.93
2007-08-16 00:00:00+00:00,112.5,113750.0,65.56,28.78,246.01,96.94,49.55,38.88,21.98,37.19,23.77,18.21,17.35,52.37,26.23,26.52,29.93,37.28,69.05
2007-08-17 00:00:00+00:00,117.32,118500.0,67.95,29.75,250.27,98.01,49.86,40.19,22.34,37.31,24.15,18.41,17.76,53.45,27.01,26.9,31.49,37.27,72.02
2007-08-20 00:00:00+00:00,117.47,120700.0,68.38,29.57,249.21,96.52,49.71,39.75,22.37,37.58,24.16,18.18,17.93,53.17,26.73,27.1,31.37,37.36,72.36
2007-08-21 00:00:00+00:00,122.61,119800.0,67.9,29.67,253.56,96.36,49.58,39.5,22.17,37.42,24.0,18.33,17.98,52.72,26.8,27.5,31.6,37.45,71.18
2007-08-22 00:00:00+00:00,127.36,118000.0,68.78,30.28,256.63,97.21,49.86,39.33,22.14,37.87,24.13,18.38,18.28,52.95,27.52,27.57,31.03,37.49,71.54
2007-08-23 00:00:00+00:00,125.98,118800.0,68.85,30.26,256.35,98.49,49.94,39.05,22.15,37.97,24.19,18.43,18.26,53.2,27.74,27.79,30.82,37.0,71.69
2007-08-24 00:00:00+00:00,130.04,119850.0,70.26,30.49,257.76,100.08,50.09,39.29,22.16,38.21,24.63,18.97,18.35,53.93,27.92,28.11,30.92,37.49,73.35
2007-08-27 00:00:00+00:00,127.11,119000.0,70.08,30.17,256.89,100.25,49.86,38.4,22.16,37.69,24.36,18.89,18.36,53.35,27.74,28.08,30.55,37.55,72.86
2007-08-28 00:00:00+00:00,121.89,118775.0,67.9,29.44,253.45,98.98,49.58,37.28,21.85,37.0,23.88,18.42,18.15,52.92,26.83,27.37,29.76,37.19,71.05
2007-08-29 00:00:00+00:00,128.87,118750.0,69.84,29.95,256.7,101.25,50.07,37.73,21.95,37.54,24.44,19.15,18.3,53.26,27.81,27.84,30.42,37.87,72.96
2007-08-30 00:00:00+00:00,130.96,118510.0,70.23,29.71,255.96,101.96,49.86,37.6,21.91,37.34,24.32,19.22,18.21,53.17,27.5,27.64,30.22,37.13,73.1
2007-08-31 00:00:00+00:00,133.1,118390.0,70.69,30.07,257.88,103.13,50.01,38.07,22.07,37.73,24.56,19.29,18.42,53.42,27.58,27.61,30.89,37.39,73.38
2007-09-04 00:00:00+00:00,138.56,119300.0,71.47,30.2,262.84,104.45,50.17,38.73,22.31,37.63,24.63,19.71,18.6,53.53,27.86,28.13,30.94,37.11,74.67
2007-09-05 00:00:00+00:00,131.45,119500.0,71.17,29.98,264.16,104.18,49.9,37.77,22.03,37.43,24.35,19.72,18.33,53.54,27.48,27.66,30.35,36.38,74.66
2007-09-06 00:00:00+00:00,129.77,120000.0,71.63,30.48,262.02,103.95,49.91,37.8,22.43,38.24,24.72,19.54,18.26,54.07,27.49,27.86,30.14,36.65,74.89
2007-09-07 00:00:00+00:00,126.65,119500.0,70.6,29.98,259.93,102.12,49.92,37.21,22.4,37.56,24.31,19.18,17.99,53.55,26.79,27.26,29.76,36.33,73.4
2007-09-10 00:00:00+00:00,131.4,118300.0,70.12,30.32,257.5,102.34,50.05,37.56,22.39,37.74,24.35,19.19,17.77,53.9,26.82,27.2,29.71,36.23,72.64
2007-09-11 00:00:00+00:00,130.23,118800.0,71.36,30.56,260.93,103.71,50.22,38.08,22.84,37.85,24.73,19.46,17.94,54.79,27.54,27.6,30.54,36.8,74.42
2007-09-12 00:00:00+00:00,131.53,118100.0,71.84,30.87,261.59,102.52,50.6,38.02,23.05,37.64,24.73,19.54,17.94,55.05,27.57,27.6,30.17,36.6,75.03
2007-09-13 00:00:00+00:00,131.87,118900.0,72.57,31.34,262.65,102.47,51.08,38.99,23.06,37.78,24.93,19.45,17.97,55.18,28.2,28.09,30.28,36.9,75.86
2007-09-14 00:00:00+00:00,133.42,120000.0,73.02,31.22,264.64,101.75,51.16,38.94,23.28,37.54,24.83,19.09,18.02,55.46,27.97,28.03,30.15,37.13,75.9
2007-09-17 00:00:00+00:00,133.03,118500.0,73.24,31.08,262.91,101.21,50.94,38.72,22.82,37.44,24.56,19.04,17.9,55.58,27.67,28.08,30.15,37.13,76.41
2007-09-18 00:00:00+00:00,135.45,118700.0,75.19,32.24,267.9,103.07,51.67,40.89,23.29,38.32,24.73,19.72,18.2,56.17,28.24,28.55,31.44,38.09,78.55
2007-09-19 00:00:00+00:00,135.3,117700.0,75.81,32.31,273.7,103.11,52.2,40.67,23.37,39.07,24.51,19.82,18.45,56.26,28.76,28.86,31.54,38.35,78.85
2007-09-20 00:00:00+00:00,134.86,117400.0,75.85,32.12,276.69,103.28,52.44,40.15,23.25,38.93,24.3,20.01,18.19,56.42,29.07,28.88,30.9,37.98,78.83
2007-09-21 00:00:00+00:00,138.55,117100.0,76.39,32.13,280.33,103.21,52.71,40.3,23.34,39.26,24.49,20.91,18.24,56.76,29.42,29.26,30.64,37.91,79.02
2007-09-24 00:00:00+00:00,142.52,116900.0,76.0,31.82,284.29,102.74,52.77,39.62,23.41,39.16,24.86,20.73,18.11,57.09,29.24,29.09,30.4,37.68,78.52
2007-09-25 00:00:00+00:00,147.23,116890.0,74.01,32.01,284.78,102.97,52.59,39.42,23.54,39.61,25.27,20.87,17.98,57.13,29.45,29.06,30.5,36.99,78.72
2007-09-26 00:00:00+00:00,146.84,116990.0,74.52,32.14,284.36,103.66,52.93,39.44,23.67,39.86,25.22,20.71,18.23,57.67,29.63,29.33,30.31,37.11,79.07
2007-09-27 00:00:00+00:00,148.5,117200.0,75.32,32.24,284.03,104.03,53.05,39.51,23.67,39.63,25.21,20.58,18.36,57.34,29.63,29.46,30.46,37.37,79.58
2007-09-28 00:00:00+00:00,147.51,118510.0,75.38,32.24,283.92,104.11,53.18,39.18,23.72,39.17,25.19,20.59,18.12,57.53,29.27,29.19,30.12,37.41,79.23
2007-10-01 00:00:00+00:00,150.27,118790.0,76.07,32.73,291.57,105.19,53.53,40.02,23.9,39.73,25.45,20.9,18.43,58.0,29.21,29.93,30.99,38.11,80.42
2007-10-02 00:00:00+00:00,152.29,119799.0,74.56,32.81,292.49,104.6,53.46,40.32,23.91,39.11,25.39,20.78,18.5,57.85,29.34,29.89,30.97,38.45,78.96
2007-10-03 00:00:00+00:00,151.79,119290.0,73.69,32.36,292.3,102.87,53.5,40.51,23.77,39.51,25.18,20.52,18.6,57.59,29.0,29.83,31.28,38.68,78.18
2007-10-04 00:00:00+00:00,150.17,119000.0,73.98,32.48,289.8,102.24,53.51,40.73,23.89,40.05,25.4,20.7,18.77,57.93,29.04,29.95,31.51,38.57,77.83
2007-10-05 00:00:00+00:00,155.18,121100.0,74.36,32.53,297.32,102.78,53.62,41.01,23.97,40.54,25.51,21.1,18.97,57.93,29.4,30.1,31.68,38.88,78.2
2007-10-08 00:00:00+00:00,161.39,123390.0,73.77,32.35,305.12,104.08,53.44,40.89,23.86,40.27,25.51,21.41,18.88,57.84,29.25,29.93,31.25,38.8,77.62
2007-10-09 00:00:00+00:00,161.34,122615.0,74.75,32.73,307.9,104.55,53.62,41.0,23.89,40.64,25.73,21.48,18.94,58.14,29.29,30.36,31.39,38.75,79.33
2007-10-10 00:00:00+00:00,160.31,124700.0,74.17,32.56,313.01,104.83,53.28,40.44,23.89,40.33,25.84,21.8,18.94,58.4,29.12,30.37,30.96,39.07,79.72
2007-10-11 00:00:00+00:00,155.93,125500.0,73.3,32.4,311.31,104.33,53.38,40.22,23.61,40.19,25.57,21.37,18.88,58.7,29.03,30.4,30.71,40.19,79.32
2007-10-12 00:00:00+00:00,160.75,127100.0,73.63,31.96,319.01,104.12,53.37,40.36,23.86,40.54,25.79,21.35,18.74,58.64,29.5,30.3,30.47,40.33,80.02
2007-10-15 00:00:00+00:00,160.49,126200.0,74.37,31.79,310.37,104.31,53.14,39.88,23.79,40.38,25.68,20.99,18.54,58.07,29.43,29.71,30.4,39.81,81.17
2007-10-16 00:00:00+00:00,162.99,127200.0,75.27,31.75,308.31,105.7,52.67,38.88,23.84,40.18,25.92,20.69,18.27,57.93,29.17,29.91,29.21,39.3,81.1
2007-10-17 00:00:00+00:00,166.04,129995.0,75.12,31.93,317.06,102.32,52.49,39.97,24.39,40.48,26.57,20.44,18.21,58.02,29.25,30.13,28.98,39.41,81.15
2007-10-18 00:00:00+00:00,166.76,129000.0,74.44,31.77,320.13,101.46,52.53,39.56,24.5,40.45,26.64,20.39,18.2,58.28,29.17,29.93,28.32,39.33,81.36
2007-10-19 00:00:00+00:00,163.8,127100.0,71.91,31.19,322.68,99.23,51.99,38.81,24.26,40.24,25.79,19.74,17.85,58.2,28.86,29.47,27.78,38.55,78.87
2007-10-22 00:00:00+00:00,167.59,126400.0,71.24,31.29,325.7,100.19,52.08,39.11,24.46,41.4,26.08,20.17,17.82,58.41,28.72,29.51,28.6,38.78,77.82
2007-10-23 00:00:00+00:00,178.93,127990.0,71.63,31.53,338.22,101.35,52.25,39.6,24.67,42.7,26.42,20.4,17.84,58.57,29.31,29.83,28.54,37.65,78.2
2007-10-24 00:00:00+00:00,178.71,127800.0,72.41,31.33,338.25,99.82,52.16,39.88,24.84,42.58,26.72,20.15,17.79,58.67,28.99,29.57,28.78,37.6,78.86
2007-10-25 00:00:00+00:00,175.68,127500.0,73.49,31.28,334.59,99.7,51.76,39.69,25.31,43.23,27.35,19.98,18.02,58.65,28.6,29.89,28.59,37.61,78.38
2007-10-26 00:00:00+00:00,177.53,127500.0,73.82,31.45,337.64,100.51,52.05,40.79,25.42,43.63,29.95,20.31,18.03,58.98,28.92,30.35,29.21,38.26,78.93
2007-10-29 00:00:00+00:00,177.9,128210.0,74.81,31.59,339.95,101.46,52.6,40.23,25.53,43.77,29.55,20.71,18.18,59.04,29.12,30.61,28.86,38.57,80.13
2007-10-30 00:00:00+00:00,179.74,128800.0,72.56,31.53,347.73,100.85,52.47,40.13,25.48,43.84,30.41,20.58,18.14,56.68,28.89,30.19,28.75,38.88,78.02
2007-10-31 00:00:00+00:00,182.57,132500.0,73.71,32.06,353.85,102.62,52.75,40.51,25.5,44.14,31.47,21.09,18.25,57.14,29.15,30.66,28.76,38.75,78.74
2007-11-01 00:00:00+00:00,180.16,131250.0,71.72,31.42,351.96,100.44,52.34,38.2,25.14,43.46,31.68,20.7,17.76,56.38,28.22,29.78,27.15,37.73,75.76
2007-11-02 00:00:00+00:00,180.57,132500.0,71.27,31.41,355.98,101.27,52.43,37.19,24.98,42.46,31.68,20.96,17.56,57.17,28.2,29.54,27.32,37.87,75.27
2007-11-05 00:00:00+00:00,178.95,133000.0,71.27,31.31,363.19,100.22,52.2,36.87,24.91,42.38,31.4,20.99,17.56,57.69,27.93,29.17,27.0,37.73,75.04
2007-11-06 00:00:00+00:00,184.34,133800.0,73.01,31.29,371.27,100.01,52.3,38.02,25.19,42.42,31.13,21.72,17.75,57.93,27.93,29.11,27.86,37.96,77.37
2007-11-07 00:00:00+00:00,179.06,134940.0,70.51,30.44,366.84,98.52,51.73,36.41,24.75,41.07,30.37,21.02,17.51,57.06,26.97,28.69,26.25,37.65,74.93
2007-11-08 00:00:00+00:00,168.65,134575.0,71.83,30.39,347.27,94.11,52.28,36.73,25.38,41.5,29.7,19.36,17.35,58.23,27.44,28.44,26.87,37.38,76.84
2007-11-09 00:00:00+00:00,158.95,132210.0,70.29,29.89,332.32,88.91,52.74,36.47,25.11,42.36,28.84,18.42,17.14,57.88,27.35,28.47,27.02,36.77,74.63
2007-11-12 00:00:00+00:00,147.79,133710.0,68.68,29.79,316.35,89.98,53.67,36.54,24.71,42.42,28.54,18.49,17.28,58.17,26.96,28.49,27.61,37.13,72.65
2007-11-13 00:00:00+00:00,163.36,135700.0,69.94,30.54,330.61,93.36,54.48,38.83,25.2,43.56,29.56,19.52,17.68,58.83,27.8,29.01,28.93,39.4,74.66
2007-11-14 00:00:00+00:00,159.66,137500.0,69.86,30.38,321.16,91.74,54.14,38.92,25.33,43.42,29.1,19.2,17.73,58.8,27.44,28.97,28.38,39.86,74.17
2007-11-15 00:00:00+00:00,157.92,135300.0,68.25,29.84,315.14,91.88,54.13,37.52,25.57,43.89,28.96,19.42,17.49,59.04,27.46,28.65,27.29,39.59,72.6
2007-11-16 00:00:00+00:00,159.93,136475.0,69.72,30.1,317.13,92.94,54.84,37.14,25.85,44.23,29.24,19.79,17.56,60.16,27.59,29.08,26.58,39.71,73.13
2007-11-19 00:00:00+00:00,157.58,136500.0,68.95,29.72,313.24,90.66,54.71,35.66,25.72,44.14,29.13,19.53,17.05,59.86,26.33,28.65,26.06,38.97,72.28
2007-11-20 00:00:00+00:00,162.29,136500.0,71.28,29.63,324.59,91.72,54.75,35.88,25.92,43.89,29.66,19.68,17.06,60.18,26.53,28.73,25.96,38.99,75.47
2007-11-21 00:00:00+00:00,161.92,134000.0,69.54,28.95,330.59,90.66,54.34,35.07,25.7,42.83,29.36,19.22,16.78,59.4,26.13,27.92,25.54,38.45,74.8
2007-11-23 00:00:00+00:00,164.88,134100.0,70.28,29.34,338.69,92.28,54.47,36.16,25.72,43.69,29.26,19.32,17.25,59.89,26.25,28.38,26.32,39.19,75.87
2007-11-26 00:00:00+00:00,165.84,136600.0,67.95,28.61,333.33,90.44,54.87,34.88,25.48,43.64,28.28,18.74,16.74,59.34,25.36,27.44,25.17,38.59,73.63
2007-11-27 00:00:00+00:00,168.02,137480.0,68.37,29.17,337.12,92.09,55.16,36.5,26.0,44.66,28.36,18.92,17.18,60.11,25.62,27.6,25.46,39.28,74.23
2007-11-28 00:00:00+00:00,173.22,137700.0,69.79,29.95,346.48,95.23,55.67,37.89,26.14,45.43,28.91,19.51,17.6,60.75,26.16,28.23,26.22,40.48,75.55
2007-11-29 00:00:00+00:00,177.13,139200.0,70.19,29.71,348.85,95.34,55.71,37.63,26.06,45.4,28.81,19.48,17.72,60.95,26.53,28.27,26.07,40.74,76.13
2007-11-30 00:00:00+00:00,175.14,140100.0,71.17,29.82,346.85,93.28,55.17,39.32,25.77,44.98,28.82,19.2,17.84,60.83,26.66,28.76,27.68,41.05,76.62
2007-12-03 00:00:00+00:00,171.91,143200.0,71.23,28.76,341.11,93.86,55.15,38.97,25.82,44.53,28.24,19.25,17.68,60.43,26.7,28.68,27.18,41.03,76.35
2007-12-04 00:00:00+00:00,172.83,144700.0,70.68,28.23,342.42,94.57,55.33,38.06,26.04,44.24,28.11,19.05,17.62,60.24,26.41,29.15,27.11,41.3,75.72
2007-12-05 00:00:00+00:00,178.29,147500.0,72.41,28.59,349.6,95.93,55.55,38.7,26.17,45.3,29.29,20.19,18.0,60.67,26.8,29.63,27.65,41.91,77.27
2007-12-06 00:00:00+00:00,182.57,148300.0,74.1,29.02,357.99,97.29,55.63,39.83,26.18,45.38,29.63,20.38,18.15,60.97,27.08,29.57,27.82,42.23,78.58
2007-12-07 00:00:00+00:00,186.75,148220.0,73.76,29.0,357.79,96.55,55.12,39.72,26.21,46.27,29.62,20.11,18.32,60.93,26.84,30.15,27.07,42.01,78.63
2007-12-10 00:00:00+00:00,186.67,149200.0,74.38,29.14,359.57,97.02,55.21,40.87,26.26,46.35,29.81,20.59,18.3,61.1,26.44,30.18,27.86,42.36,79.08
2007-12-11 00:00:00+00:00,181.22,148900.0,72.89,28.84,349.95,94.89,55.02,39.6,26.14,46.07,29.25,20.04,17.89,60.7,27.53,29.6,26.26,42.02,77.58
2007-12-12 00:00:00+00:00,183.45,144000.0,74.43,29.01,350.03,96.2,55.14,39.78,26.47,45.55,29.57,20.33,17.88,61.38,29.1,29.91,26.18,41.52,78.99
2007-12-13 00:00:00+00:00,184.38,142400.0,75.48,29.27,347.37,95.94,55.28,39.44,26.6,45.6,30.21,20.56,17.75,61.16,29.16,29.97,26.08,41.61,79.68
2007-12-14 00:00:00+00:00,182.99,143000.0,74.62,28.75,345.33,93.81,55.05,38.96,26.48,45.43,30.29,20.17,17.34,60.74,28.7,29.53,25.67,41.0,78.35
2007-12-17 00:00:00+00:00,177.24,136400.0,72.97,28.41,334.95,92.71,55.02,38.38,25.93,45.37,29.5,19.92,17.25,60.2,28.25,28.69,25.67,41.18,77.24
2007-12-18 00:00:00+00:00,175.87,135400.0,73.95,28.66,337.01,94.29,55.15,37.84,25.82,45.56,29.8,20.21,17.55,59.87,28.32,29.16,25.88,41.53,78.56
2007-12-19 00:00:00+00:00,176.01,134500.0,73.71,28.48,339.02,95.02,54.83,37.91,26.09,45.26,29.84,19.75,17.47,59.99,27.86,29.05,26.14,41.39,78.57
2007-12-20 00:00:00+00:00,179.94,134000.0,74.64,28.69,345.19,96.53,54.84,37.35,25.85,44.65,30.47,21.02,17.43,60.16,28.09,29.17,25.92,41.19,79.17
2007-12-21 00:00:00+00:00,186.38,134000.0,76.26,29.17,348.69,98.49,55.41,38.02,26.18,45.11,30.93,21.6,17.45,60.89,28.94,29.5,25.92,41.5,80.29
2007-12-24 00:00:00+00:00,191.08,137980.0,76.62,29.48,350.72,99.02,55.28,38.64,26.24,45.56,31.38,21.65,17.52,60.78,28.95,29.81,26.63,41.96,80.48
2007-12-26 00:00:00+00:00,191.22,138500.0,76.91,29.5,355.78,98.94,55.02,38.74,26.15,45.32,31.4,21.88,17.42,60.86,29.51,30.02,26.68,41.65,81.47
2007-12-27 00:00:00+00:00,190.86,137800.0,76.02,29.21,350.72,97.2,54.84,37.62,25.86,44.67,30.85,21.92,17.21,60.74,29.31,29.54,25.86,41.12,80.49
2007-12-28 00:00:00+00:00,192.07,141100.0,76.92,29.33,351.62,97.64,54.88,37.29,25.85,44.78,30.98,21.85,17.19,61.03,29.61,29.7,25.68,41.39,81.64
2007-12-31 00:00:00+00:00,190.39,141600.0,75.68,29.12,346.09,95.87,54.32,37.63,25.47,44.32,30.54,21.48,17.07,60.35,28.99,29.08,25.77,40.92,80.51
